system;group;name;name;type;description;nullable;precision
system130;group130;name130;name5;type5;description5;1;precision5
system130;group130;name130;name6;type6;description6;0;precision6
system130;group130;name130;name7;type7;description7;1;precision7
system130;group130;name130;name8;type8;description8;0;precision8
system130;group130;name130;name9;type9;description9;1;precision9
system130;group130;name130;name10;type10;description10;0;precision10
system130;group130;name130;name11;type11;description11;1;precision11
system130;group130;name130;name12;type12;description12;0;precision12
system130;group130;name130;name13;type13;description13;1;precision13
system130;group130;name130;name14;type14;description14;0;precision14
system130;group130;name130;name15;type15;description15;1;precision15
system130;group130;name130;name16;type16;description16;0;precision16
system130;group130;name130;name17;type17;description17;1;precision17
system130;group130;name130;name18;type18;description18;0;precision18
system130;group130;name130;name19;type19;description19;1;precision19
system130;group130;name130;name20;type20;description20;0;precision20
system130;group130;name130;name21;type21;description21;1;precision21
system130;group130;name130;name22;type22;description22;0;precision22
system130;group130;name130;name23;type23;description23;1;precision23
system130;group130;name130;name24;type24;description24;0;precision24
system130;group130;name130;name25;type25;description25;1;precision25
system130;group130;name130;name26;type26;description26;0;precision26
system130;group130;name130;name27;type27;description27;1;precision27
system130;group130;name130;name28;type28;description28;0;precision28
system130;group130;name130;name29;type29;description29;1;precision29
system130;group130;name130;name30;type30;description30;0;precision30
system130;group130;name130;name31;type31;description31;1;precision31
system130;group130;name130;name32;type32;description32;0;precision32
system130;group130;name130;name33;type33;description33;1;precision33
system130;group130;name130;name34;type34;description34;0;precision34
system130;group130;name130;name35;type35;description35;1;precision35
system130;group130;name130;name36;type36;description36;0;precision36
system130;group130;name130;name37;type37;description37;1;precision37
system130;group130;name130;name38;type38;description38;0;precision38
system130;group130;name130;name39;type39;description39;1;precision39
system130;group130;name130;name40;type40;description40;0;precision40
system130;group130;name130;name41;type41;description41;1;precision41
system130;group130;name130;name42;type42;description42;0;precision42
system130;group130;name130;name43;type43;description43;1;precision43
system130;group130;name130;name44;type44;description44;0;precision44
system130;group130;name130;name45;type45;description45;1;precision45
system130;group130;name130;name46;type46;description46;0;precision46
system130;group130;name130;name47;type47;description47;1;precision47
system130;group130;name130;name48;type48;description48;0;precision48
system130;group130;name130;name49;type49;description49;1;precision49
system131;group131;name131;name0;type0;description0;0;precision0
system131;group131;name131;name1;type1;description1;1;precision1
system131;group131;name131;name2;type2;description2;0;precision2
system131;group131;name131;name3;type3;description3;1;precision3
system131;group131;name131;name4;type4;description4;0;precision4
system131;group131;name131;name5;type5;description5;1;precision5
system131;group131;name131;name6;type6;description6;0;precision6
system131;group131;name131;name7;type7;description7;1;precision7
system131;group131;name131;name8;type8;description8;0;precision8
system131;group131;name131;name9;type9;description9;1;precision9
system131;group131;name131;name10;type10;description10;0;precision10
system131;group131;name131;name11;type11;description11;1;precision11
system131;group131;name131;name12;type12;description12;0;precision12
system131;group131;name131;name13;type13;description13;1;precision13
system131;group131;name131;name14;type14;description14;0;precision14
system131;group131;name131;name15;type15;description15;1;precision15
system131;group131;name131;name16;type16;description16;0;precision16
system131;group131;name131;name17;type17;description17;1;precision17
system131;group131;name131;name18;type18;description18;0;precision18
system131;group131;name131;name19;type19;description19;1;precision19
system131;group131;name131;name20;type20;description20;0;precision20
system131;group131;name131;name21;type21;description21;1;precision21
system131;group131;name131;name22;type22;description22;0;precision22
system131;group131;name131;name23;type23;description23;1;precision23
system131;group131;name131;name24;type24;description24;0;precision24
system131;group131;name131;name25;type25;description25;1;precision25
system131;group131;name131;name26;type26;description26;0;precision26
system131;group131;name131;name27;type27;description27;1;precision27
system131;group131;name131;name28;type28;description28;0;precision28
system131;group131;name131;name29;type29;description29;1;precision29
system131;group131;name131;name30;type30;description30;0;precision30
system131;group131;name131;name31;type31;description31;1;precision31
system131;group131;name131;name32;type32;description32;0;precision32
system131;group131;name131;name33;type33;description33;1;precision33
system131;group131;name131;name34;type34;description34;0;precision34
system131;group131;name131;name35;type35;description35;1;precision35
system131;group131;name131;name36;type36;description36;0;precision36
system131;group131;name131;name37;type37;description37;1;precision37
system131;group131;name131;name38;type38;description38;0;precision38
system131;group131;name131;name39;type39;description39;1;precision39
system131;group131;name131;name40;type40;description40;0;precision40
system131;group131;name131;name41;type41;description41;1;precision41
system131;group131;name131;name42;type42;description42;0;precision42
system131;group131;name131;name43;type43;description43;1;precision43
system131;group131;name131;name44;type44;description44;0;precision44
system131;group131;name131;name45;type45;description45;1;precision45
system131;group131;name131;name46;type46;description46;0;precision46
system131;group131;name131;name47;type47;description47;1;precision47
system131;group131;name131;name48;type48;description48;0;precision48
system131;group131;name131;name49;type49;description49;1;precision49
system132;group132;name132;name0;type0;description0;0;precision0
system132;group132;name132;name1;type1;description1;1;precision1
system132;group132;name132;name2;type2;description2;0;precision2
system132;group132;name132;name3;type3;description3;1;precision3
system132;group132;name132;name4;type4;description4;0;precision4
system132;group132;name132;name5;type5;description5;1;precision5
system132;group132;name132;name6;type6;description6;0;precision6
system132;group132;name132;name7;type7;description7;1;precision7
system132;group132;name132;name8;type8;description8;0;precision8
system132;group132;name132;name9;type9;description9;1;precision9
system132;group132;name132;name10;type10;description10;0;precision10
system132;group132;name132;name11;type11;description11;1;precision11
system132;group132;name132;name12;type12;description12;0;precision12
system132;group132;name132;name13;type13;description13;1;precision13
system132;group132;name132;name14;type14;description14;0;precision14
system132;group132;name132;name15;type15;description15;1;precision15
system132;group132;name132;name16;type16;description16;0;precision16
system132;group132;name132;name17;type17;description17;1;precision17
system132;group132;name132;name18;type18;description18;0;precision18
system132;group132;name132;name19;type19;description19;1;precision19
system132;group132;name132;name20;type20;description20;0;precision20
system132;group132;name132;name21;type21;description21;1;precision21
system132;group132;name132;name22;type22;description22;0;precision22
system132;group132;name132;name23;type23;description23;1;precision23
system132;group132;name132;name24;type24;description24;0;precision24
system132;group132;name132;name25;type25;description25;1;precision25
system132;group132;name132;name26;type26;description26;0;precision26
system132;group132;name132;name27;type27;description27;1;precision27
system132;group132;name132;name28;type28;description28;0;precision28
system132;group132;name132;name29;type29;description29;1;precision29
system132;group132;name132;name30;type30;description30;0;precision30
system132;group132;name132;name31;type31;description31;1;precision31
system132;group132;name132;name32;type32;description32;0;precision32
system132;group132;name132;name33;type33;description33;1;precision33
system132;group132;name132;name34;type34;description34;0;precision34
system132;group132;name132;name35;type35;description35;1;precision35
system132;group132;name132;name36;type36;description36;0;precision36
system132;group132;name132;name37;type37;description37;1;precision37
system132;group132;name132;name38;type38;description38;0;precision38
system132;group132;name132;name39;type39;description39;1;precision39
system132;group132;name132;name40;type40;description40;0;precision40
system132;group132;name132;name41;type41;description41;1;precision41
system132;group132;name132;name42;type42;description42;0;precision42
system132;group132;name132;name43;type43;description43;1;precision43
system132;group132;name132;name44;type44;description44;0;precision44
system132;group132;name132;name45;type45;description45;1;precision45
system132;group132;name132;name46;type46;description46;0;precision46
system132;group132;name132;name47;type47;description47;1;precision47
system132;group132;name132;name48;type48;description48;0;precision48
system132;group132;name132;name49;type49;description49;1;precision49
system133;group133;name133;name0;type0;description0;0;precision0
system133;group133;name133;name1;type1;description1;1;precision1
system133;group133;name133;name2;type2;description2;0;precision2
system133;group133;name133;name3;type3;description3;1;precision3
system133;group133;name133;name4;type4;description4;0;precision4
system133;group133;name133;name5;type5;description5;1;precision5
system133;group133;name133;name6;type6;description6;0;precision6
system133;group133;name133;name7;type7;description7;1;precision7
system133;group133;name133;name8;type8;description8;0;precision8
system133;group133;name133;name9;type9;description9;1;precision9
system133;group133;name133;name10;type10;description10;0;precision10
system133;group133;name133;name11;type11;description11;1;precision11
system133;group133;name133;name12;type12;description12;0;precision12
system133;group133;name133;name13;type13;description13;1;precision13
system133;group133;name133;name14;type14;description14;0;precision14
system133;group133;name133;name15;type15;description15;1;precision15
system133;group133;name133;name16;type16;description16;0;precision16
system133;group133;name133;name17;type17;description17;1;precision17
system133;group133;name133;name18;type18;description18;0;precision18
system133;group133;name133;name19;type19;description19;1;precision19
system133;group133;name133;name20;type20;description20;0;precision20
system133;group133;name133;name21;type21;description21;1;precision21
system133;group133;name133;name22;type22;description22;0;precision22
system133;group133;name133;name23;type23;description23;1;precision23
system133;group133;name133;name24;type24;description24;0;precision24
system133;group133;name133;name25;type25;description25;1;precision25
system133;group133;name133;name26;type26;description26;0;precision26
system133;group133;name133;name27;type27;description27;1;precision27
system133;group133;name133;name28;type28;description28;0;precision28
system133;group133;name133;name29;type29;description29;1;precision29
system133;group133;name133;name30;type30;description30;0;precision30
system133;group133;name133;name31;type31;description31;1;precision31
system133;group133;name133;name32;type32;description32;0;precision32
system133;group133;name133;name33;type33;description33;1;precision33
system133;group133;name133;name34;type34;description34;0;precision34
system133;group133;name133;name35;type35;description35;1;precision35
system133;group133;name133;name36;type36;description36;0;precision36
system133;group133;name133;name37;type37;description37;1;precision37
system133;group133;name133;name38;type38;description38;0;precision38
system133;group133;name133;name39;type39;description39;1;precision39
system133;group133;name133;name40;type40;description40;0;precision40
system133;group133;name133;name41;type41;description41;1;precision41
system133;group133;name133;name42;type42;description42;0;precision42
system133;group133;name133;name43;type43;description43;1;precision43
system133;group133;name133;name44;type44;description44;0;precision44
system133;group133;name133;name45;type45;description45;1;precision45
system133;group133;name133;name46;type46;description46;0;precision46
system133;group133;name133;name47;type47;description47;1;precision47
system133;group133;name133;name48;type48;description48;0;precision48
system133;group133;name133;name49;type49;description49;1;precision49
system134;group134;name134;name0;type0;description0;0;precision0
system134;group134;name134;name1;type1;description1;1;precision1
system134;group134;name134;name2;type2;description2;0;precision2
system134;group134;name134;name3;type3;description3;1;precision3
system134;group134;name134;name4;type4;description4;0;precision4
system134;group134;name134;name5;type5;description5;1;precision5
system134;group134;name134;name6;type6;description6;0;precision6
system134;group134;name134;name7;type7;description7;1;precision7
system134;group134;name134;name8;type8;description8;0;precision8
system134;group134;name134;name9;type9;description9;1;precision9
system134;group134;name134;name10;type10;description10;0;precision10
system134;group134;name134;name11;type11;description11;1;precision11
system134;group134;name134;name12;type12;description12;0;precision12
system134;group134;name134;name13;type13;description13;1;precision13
system134;group134;name134;name14;type14;description14;0;precision14
system134;group134;name134;name15;type15;description15;1;precision15
system134;group134;name134;name16;type16;description16;0;precision16
system134;group134;name134;name17;type17;description17;1;precision17
system134;group134;name134;name18;type18;description18;0;precision18
system134;group134;name134;name19;type19;description19;1;precision19
system134;group134;name134;name20;type20;description20;0;precision20
system134;group134;name134;name21;type21;description21;1;precision21
system134;group134;name134;name22;type22;description22;0;precision22
system134;group134;name134;name23;type23;description23;1;precision23
system134;group134;name134;name24;type24;description24;0;precision24
system134;group134;name134;name25;type25;description25;1;precision25
system134;group134;name134;name26;type26;description26;0;precision26
system134;group134;name134;name27;type27;description27;1;precision27
system134;group134;name134;name28;type28;description28;0;precision28
system134;group134;name134;name29;type29;description29;1;precision29
system134;group134;name134;name30;type30;description30;0;precision30
system134;group134;name134;name31;type31;description31;1;precision31
system134;group134;name134;name32;type32;description32;0;precision32
system134;group134;name134;name33;type33;description33;1;precision33
system134;group134;name134;name34;type34;description34;0;precision34
system134;group134;name134;name35;type35;description35;1;precision35
system134;group134;name134;name36;type36;description36;0;precision36
system134;group134;name134;name37;type37;description37;1;precision37
system134;group134;name134;name38;type38;description38;0;precision38
system134;group134;name134;name39;type39;description39;1;precision39
system134;group134;name134;name40;type40;description40;0;precision40
system134;group134;name134;name41;type41;description41;1;precision41
system134;group134;name134;name42;type42;description42;0;precision42
system134;group134;name134;name43;type43;description43;1;precision43
system134;group134;name134;name44;type44;description44;0;precision44
system134;group134;name134;name45;type45;description45;1;precision45
system134;group134;name134;name46;type46;description46;0;precision46
system134;group134;name134;name47;type47;description47;1;precision47
system134;group134;name134;name48;type48;description48;0;precision48
system134;group134;name134;name49;type49;description49;1;precision49
system135;group135;name135;name0;type0;description0;0;precision0
system135;group135;name135;name1;type1;description1;1;precision1
system135;group135;name135;name2;type2;description2;0;precision2
system135;group135;name135;name3;type3;description3;1;precision3
system135;group135;name135;name4;type4;description4;0;precision4
system135;group135;name135;name5;type5;description5;1;precision5
system135;group135;name135;name6;type6;description6;0;precision6
system135;group135;name135;name7;type7;description7;1;precision7
system135;group135;name135;name8;type8;description8;0;precision8
system135;group135;name135;name9;type9;description9;1;precision9
system135;group135;name135;name10;type10;description10;0;precision10
system135;group135;name135;name11;type11;description11;1;precision11
system135;group135;name135;name12;type12;description12;0;precision12
system135;group135;name135;name13;type13;description13;1;precision13
system135;group135;name135;name14;type14;description14;0;precision14
system135;group135;name135;name15;type15;description15;1;precision15
system135;group135;name135;name16;type16;description16;0;precision16
system135;group135;name135;name17;type17;description17;1;precision17
system135;group135;name135;name18;type18;description18;0;precision18
system135;group135;name135;name19;type19;description19;1;precision19
system135;group135;name135;name20;type20;description20;0;precision20
system135;group135;name135;name21;type21;description21;1;precision21
system135;group135;name135;name22;type22;description22;0;precision22
system135;group135;name135;name23;type23;description23;1;precision23
system135;group135;name135;name24;type24;description24;0;precision24
system135;group135;name135;name25;type25;description25;1;precision25
system135;group135;name135;name26;type26;description26;0;precision26
system135;group135;name135;name27;type27;description27;1;precision27
system135;group135;name135;name28;type28;description28;0;precision28
system135;group135;name135;name29;type29;description29;1;precision29
system135;group135;name135;name30;type30;description30;0;precision30
system135;group135;name135;name31;type31;description31;1;precision31
system135;group135;name135;name32;type32;description32;0;precision32
system135;group135;name135;name33;type33;description33;1;precision33
system135;group135;name135;name34;type34;description34;0;precision34
system135;group135;name135;name35;type35;description35;1;precision35
system135;group135;name135;name36;type36;description36;0;precision36
system135;group135;name135;name37;type37;description37;1;precision37
system135;group135;name135;name38;type38;description38;0;precision38
system135;group135;name135;name39;type39;description39;1;precision39
system135;group135;name135;name40;type40;description40;0;precision40
system135;group135;name135;name41;type41;description41;1;precision41
system135;group135;name135;name42;type42;description42;0;precision42
system135;group135;name135;name43;type43;description43;1;precision43
system135;group135;name135;name44;type44;description44;0;precision44
system135;group135;name135;name45;type45;description45;1;precision45
system135;group135;name135;name46;type46;description46;0;precision46
system135;group135;name135;name47;type47;description47;1;precision47
system135;group135;name135;name48;type48;description48;0;precision48
system135;group135;name135;name49;type49;description49;1;precision49
system136;group136;name136;name0;type0;description0;0;precision0
system136;group136;name136;name1;type1;description1;1;precision1
system136;group136;name136;name2;type2;description2;0;precision2
system136;group136;name136;name3;type3;description3;1;precision3
system136;group136;name136;name4;type4;description4;0;precision4
system136;group136;name136;name5;type5;description5;1;precision5
system136;group136;name136;name6;type6;description6;0;precision6
system136;group136;name136;name7;type7;description7;1;precision7
system136;group136;name136;name8;type8;description8;0;precision8
system136;group136;name136;name9;type9;description9;1;precision9
system136;group136;name136;name10;type10;description10;0;precision10
system136;group136;name136;name11;type11;description11;1;precision11
system136;group136;name136;name12;type12;description12;0;precision12
system136;group136;name136;name13;type13;description13;1;precision13
system136;group136;name136;name14;type14;description14;0;precision14
system136;group136;name136;name15;type15;description15;1;precision15
system136;group136;name136;name16;type16;description16;0;precision16
system136;group136;name136;name17;type17;description17;1;precision17
system136;group136;name136;name18;type18;description18;0;precision18
system136;group136;name136;name19;type19;description19;1;precision19
system136;group136;name136;name20;type20;description20;0;precision20
system136;group136;name136;name21;type21;description21;1;precision21
system136;group136;name136;name22;type22;description22;0;precision22
system136;group136;name136;name23;type23;description23;1;precision23
system136;group136;name136;name24;type24;description24;0;precision24
system136;group136;name136;name25;type25;description25;1;precision25
system136;group136;name136;name26;type26;description26;0;precision26
system136;group136;name136;name27;type27;description27;1;precision27
system136;group136;name136;name28;type28;description28;0;precision28
system136;group136;name136;name29;type29;description29;1;precision29
system136;group136;name136;name30;type30;description30;0;precision30
system136;group136;name136;name31;type31;description31;1;precision31
system136;group136;name136;name32;type32;description32;0;precision32
system136;group136;name136;name33;type33;description33;1;precision33
system136;group136;name136;name34;type34;description34;0;precision34
system136;group136;name136;name35;type35;description35;1;precision35
system136;group136;name136;name36;type36;description36;0;precision36
system136;group136;name136;name37;type37;description37;1;precision37
system136;group136;name136;name38;type38;description38;0;precision38
system136;group136;name136;name39;type39;description39;1;precision39
system136;group136;name136;name40;type40;description40;0;precision40
system136;group136;name136;name41;type41;description41;1;precision41
system136;group136;name136;name42;type42;description42;0;precision42
system136;group136;name136;name43;type43;description43;1;precision43
system136;group136;name136;name44;type44;description44;0;precision44
system136;group136;name136;name45;type45;description45;1;precision45
system136;group136;name136;name46;type46;description46;0;precision46
system136;group136;name136;name47;type47;description47;1;precision47
system136;group136;name136;name48;type48;description48;0;precision48
system136;group136;name136;name49;type49;description49;1;precision49
system137;group137;name137;name0;type0;description0;0;precision0
system137;group137;name137;name1;type1;description1;1;precision1
system137;group137;name137;name2;type2;description2;0;precision2
system137;group137;name137;name3;type3;description3;1;precision3
system137;group137;name137;name4;type4;description4;0;precision4
system137;group137;name137;name5;type5;description5;1;precision5
system137;group137;name137;name6;type6;description6;0;precision6
system137;group137;name137;name7;type7;description7;1;precision7
system137;group137;name137;name8;type8;description8;0;precision8
system137;group137;name137;name9;type9;description9;1;precision9
system137;group137;name137;name10;type10;description10;0;precision10
system137;group137;name137;name11;type11;description11;1;precision11
system137;group137;name137;name12;type12;description12;0;precision12
system137;group137;name137;name13;type13;description13;1;precision13
system137;group137;name137;name14;type14;description14;0;precision14
system137;group137;name137;name15;type15;description15;1;precision15
system137;group137;name137;name16;type16;description16;0;precision16
system137;group137;name137;name17;type17;description17;1;precision17
system137;group137;name137;name18;type18;description18;0;precision18
system137;group137;name137;name19;type19;description19;1;precision19
system137;group137;name137;name20;type20;description20;0;precision20
system137;group137;name137;name21;type21;description21;1;precision21
system137;group137;name137;name22;type22;description22;0;precision22
system137;group137;name137;name23;type23;description23;1;precision23
system137;group137;name137;name24;type24;description24;0;precision24
system137;group137;name137;name25;type25;description25;1;precision25
system137;group137;name137;name26;type26;description26;0;precision26
system137;group137;name137;name27;type27;description27;1;precision27
system137;group137;name137;name28;type28;description28;0;precision28
system137;group137;name137;name29;type29;description29;1;precision29
system137;group137;name137;name30;type30;description30;0;precision30
system137;group137;name137;name31;type31;description31;1;precision31
system137;group137;name137;name32;type32;description32;0;precision32
system137;group137;name137;name33;type33;description33;1;precision33
system137;group137;name137;name34;type34;description34;0;precision34
system137;group137;name137;name35;type35;description35;1;precision35
system137;group137;name137;name36;type36;description36;0;precision36
system137;group137;name137;name37;type37;description37;1;precision37
system137;group137;name137;name38;type38;description38;0;precision38
system137;group137;name137;name39;type39;description39;1;precision39
system137;group137;name137;name40;type40;description40;0;precision40
system137;group137;name137;name41;type41;description41;1;precision41
system137;group137;name137;name42;type42;description42;0;precision42
system137;group137;name137;name43;type43;description43;1;precision43
system137;group137;name137;name44;type44;description44;0;precision44
system137;group137;name137;name45;type45;description45;1;precision45
system137;group137;name137;name46;type46;description46;0;precision46
system137;group137;name137;name47;type47;description47;1;precision47
system137;group137;name137;name48;type48;description48;0;precision48
system137;group137;name137;name49;type49;description49;1;precision49
system138;group138;name138;name0;type0;description0;0;precision0
system138;group138;name138;name1;type1;description1;1;precision1
system138;group138;name138;name2;type2;description2;0;precision2
system138;group138;name138;name3;type3;description3;1;precision3
system138;group138;name138;name4;type4;description4;0;precision4
system138;group138;name138;name5;type5;description5;1;precision5
system138;group138;name138;name6;type6;description6;0;precision6
system138;group138;name138;name7;type7;description7;1;precision7
system138;group138;name138;name8;type8;description8;0;precision8
system138;group138;name138;name9;type9;description9;1;precision9
system138;group138;name138;name10;type10;description10;0;precision10
system138;group138;name138;name11;type11;description11;1;precision11
system138;group138;name138;name12;type12;description12;0;precision12
system138;group138;name138;name13;type13;description13;1;precision13
system138;group138;name138;name14;type14;description14;0;precision14
system138;group138;name138;name15;type15;description15;1;precision15
system138;group138;name138;name16;type16;description16;0;precision16
system138;group138;name138;name17;type17;description17;1;precision17
system138;group138;name138;name18;type18;description18;0;precision18
system138;group138;name138;name19;type19;description19;1;precision19
system138;group138;name138;name20;type20;description20;0;precision20
system138;group138;name138;name21;type21;description21;1;precision21
system138;group138;name138;name22;type22;description22;0;precision22
system138;group138;name138;name23;type23;description23;1;precision23
system138;group138;name138;name24;type24;description24;0;precision24
system138;group138;name138;name25;type25;description25;1;precision25
system138;group138;name138;name26;type26;description26;0;precision26
system138;group138;name138;name27;type27;description27;1;precision27
system138;group138;name138;name28;type28;description28;0;precision28
system138;group138;name138;name29;type29;description29;1;precision29
system138;group138;name138;name30;type30;description30;0;precision30
system138;group138;name138;name31;type31;description31;1;precision31
system138;group138;name138;name32;type32;description32;0;precision32
system138;group138;name138;name33;type33;description33;1;precision33
system138;group138;name138;name34;type34;description34;0;precision34
system138;group138;name138;name35;type35;description35;1;precision35
system138;group138;name138;name36;type36;description36;0;precision36
system138;group138;name138;name37;type37;description37;1;precision37
system138;group138;name138;name38;type38;description38;0;precision38
system138;group138;name138;name39;type39;description39;1;precision39
system138;group138;name138;name40;type40;description40;0;precision40
system138;group138;name138;name41;type41;description41;1;precision41
system138;group138;name138;name42;type42;description42;0;precision42
system138;group138;name138;name43;type43;description43;1;precision43
system138;group138;name138;name44;type44;description44;0;precision44
system138;group138;name138;name45;type45;description45;1;precision45
system138;group138;name138;name46;type46;description46;0;precision46
system138;group138;name138;name47;type47;description47;1;precision47
system138;group138;name138;name48;type48;description48;0;precision48
system138;group138;name138;name49;type49;description49;1;precision49
system139;group139;name139;name0;type0;description0;0;precision0
system139;group139;name139;name1;type1;description1;1;precision1
system139;group139;name139;name2;type2;description2;0;precision2
system139;group139;name139;name3;type3;description3;1;precision3
system139;group139;name139;name4;type4;description4;0;precision4
system139;group139;name139;name5;type5;description5;1;precision5
system139;group139;name139;name6;type6;description6;0;precision6
system139;group139;name139;name7;type7;description7;1;precision7
system139;group139;name139;name8;type8;description8;0;precision8
system139;group139;name139;name9;type9;description9;1;precision9
system139;group139;name139;name10;type10;description10;0;precision10
system139;group139;name139;name11;type11;description11;1;precision11
system139;group139;name139;name12;type12;description12;0;precision12
system139;group139;name139;name13;type13;description13;1;precision13
system139;group139;name139;name14;type14;description14;0;precision14
system139;group139;name139;name15;type15;description15;1;precision15
system139;group139;name139;name16;type16;description16;0;precision16
system139;group139;name139;name17;type17;description17;1;precision17
system139;group139;name139;name18;type18;description18;0;precision18
system139;group139;name139;name19;type19;description19;1;precision19
system139;group139;name139;name20;type20;description20;0;precision20
system139;group139;name139;name21;type21;description21;1;precision21
system139;group139;name139;name22;type22;description22;0;precision22
system139;group139;name139;name23;type23;description23;1;precision23
system139;group139;name139;name24;type24;description24;0;precision24
system139;group139;name139;name25;type25;description25;1;precision25
system139;group139;name139;name26;type26;description26;0;precision26
system139;group139;name139;name27;type27;description27;1;precision27
system139;group139;name139;name28;type28;description28;0;precision28
system139;group139;name139;name29;type29;description29;1;precision29
system139;group139;name139;name30;type30;description30;0;precision30
system139;group139;name139;name31;type31;description31;1;precision31
system139;group139;name139;name32;type32;description32;0;precision32
system139;group139;name139;name33;type33;description33;1;precision33
system139;group139;name139;name34;type34;description34;0;precision34
system139;group139;name139;name35;type35;description35;1;precision35
system139;group139;name139;name36;type36;description36;0;precision36
system139;group139;name139;name37;type37;description37;1;precision37
system139;group139;name139;name38;type38;description38;0;precision38
system139;group139;name139;name39;type39;description39;1;precision39
system139;group139;name139;name40;type40;description40;0;precision40
system139;group139;name139;name41;type41;description41;1;precision41
system139;group139;name139;name42;type42;description42;0;precision42
system139;group139;name139;name43;type43;description43;1;precision43
system139;group139;name139;name44;type44;description44;0;precision44
system139;group139;name139;name45;type45;description45;1;precision45
system139;group139;name139;name46;type46;description46;0;precision46
system139;group139;name139;name47;type47;description47;1;precision47
system139;group139;name139;name48;type48;description48;0;precision48
system139;group139;name139;name49;type49;description49;1;precision49
system140;group140;name140;name0;type0;description0;0;precision0
system140;group140;name140;name1;type1;description1;1;precision1
system140;group140;name140;name2;type2;description2;0;precision2
system140;group140;name140;name3;type3;description3;1;precision3
system140;group140;name140;name4;type4;description4;0;precision4
system140;group140;name140;name5;type5;description5;1;precision5
system140;group140;name140;name6;type6;description6;0;precision6
system140;group140;name140;name7;type7;description7;1;precision7
system140;group140;name140;name8;type8;description8;0;precision8
system140;group140;name140;name9;type9;description9;1;precision9
system140;group140;name140;name10;type10;description10;0;precision10
system140;group140;name140;name11;type11;description11;1;precision11
system140;group140;name140;name12;type12;description12;0;precision12
system140;group140;name140;name13;type13;description13;1;precision13
system140;group140;name140;name14;type14;description14;0;precision14
system140;group140;name140;name15;type15;description15;1;precision15
system140;group140;name140;name16;type16;description16;0;precision16
system140;group140;name140;name17;type17;description17;1;precision17
system140;group140;name140;name18;type18;description18;0;precision18
system140;group140;name140;name19;type19;description19;1;precision19
system140;group140;name140;name20;type20;description20;0;precision20
system140;group140;name140;name21;type21;description21;1;precision21
system140;group140;name140;name22;type22;description22;0;precision22
system140;group140;name140;name23;type23;description23;1;precision23
system140;group140;name140;name24;type24;description24;0;precision24
system140;group140;name140;name25;type25;description25;1;precision25
system140;group140;name140;name26;type26;description26;0;precision26
system140;group140;name140;name27;type27;description27;1;precision27
system140;group140;name140;name28;type28;description28;0;precision28
system140;group140;name140;name29;type29;description29;1;precision29
system140;group140;name140;name30;type30;description30;0;precision30
system140;group140;name140;name31;type31;description31;1;precision31
system140;group140;name140;name32;type32;description32;0;precision32
system140;group140;name140;name33;type33;description33;1;precision33
system140;group140;name140;name34;type34;description34;0;precision34
system140;group140;name140;name35;type35;description35;1;precision35
system140;group140;name140;name36;type36;description36;0;precision36
system140;group140;name140;name37;type37;description37;1;precision37
system140;group140;name140;name38;type38;description38;0;precision38
system140;group140;name140;name39;type39;description39;1;precision39
system140;group140;name140;name40;type40;description40;0;precision40
system140;group140;name140;name41;type41;description41;1;precision41
system140;group140;name140;name42;type42;description42;0;precision42
system140;group140;name140;name43;type43;description43;1;precision43
system140;group140;name140;name44;type44;description44;0;precision44
system140;group140;name140;name45;type45;description45;1;precision45
system140;group140;name140;name46;type46;description46;0;precision46
system140;group140;name140;name47;type47;description47;1;precision47
system140;group140;name140;name48;type48;description48;0;precision48
system140;group140;name140;name49;type49;description49;1;precision49
system141;group141;name141;name0;type0;description0;0;precision0
system141;group141;name141;name1;type1;description1;1;precision1
system141;group141;name141;name2;type2;description2;0;precision2
system141;group141;name141;name3;type3;description3;1;precision3
system141;group141;name141;name4;type4;description4;0;precision4
system141;group141;name141;name5;type5;description5;1;precision5
system141;group141;name141;name6;type6;description6;0;precision6
system141;group141;name141;name7;type7;description7;1;precision7
system141;group141;name141;name8;type8;description8;0;precision8
system141;group141;name141;name9;type9;description9;1;precision9
system141;group141;name141;name10;type10;description10;0;precision10
system141;group141;name141;name11;type11;description11;1;precision11
system141;group141;name141;name12;type12;description12;0;precision12
system141;group141;name141;name13;type13;description13;1;precision13
system141;group141;name141;name14;type14;description14;0;precision14
system141;group141;name141;name15;type15;description15;1;precision15
system141;group141;name141;name16;type16;description16;0;precision16
system141;group141;name141;name17;type17;description17;1;precision17
system141;group141;name141;name18;type18;description18;0;precision18
system141;group141;name141;name19;type19;description19;1;precision19
system141;group141;name141;name20;type20;description20;0;precision20
system141;group141;name141;name21;type21;description21;1;precision21
system141;group141;name141;name22;type22;description22;0;precision22
system141;group141;name141;name23;type23;description23;1;precision23
system141;group141;name141;name24;type24;description24;0;precision24
system141;group141;name141;name25;type25;description25;1;precision25
system141;group141;name141;name26;type26;description26;0;precision26
system141;group141;name141;name27;type27;description27;1;precision27
system141;group141;name141;name28;type28;description28;0;precision28
system141;group141;name141;name29;type29;description29;1;precision29
system141;group141;name141;name30;type30;description30;0;precision30
system141;group141;name141;name31;type31;description31;1;precision31
system141;group141;name141;name32;type32;description32;0;precision32
system141;group141;name141;name33;type33;description33;1;precision33
system141;group141;name141;name34;type34;description34;0;precision34
system141;group141;name141;name35;type35;description35;1;precision35
system141;group141;name141;name36;type36;description36;0;precision36
